ToyotaCamryXV40 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;29296;2011;auto;02.май;Benz;160934
VolkswagenPoloIV В· Р РµСЃС‚Р°Р№Р»РёРЅРі;13629;2007;mech;01.апр;Benz;118300
RenaultEspaceIV,7В РјРµСЃС‚;10954;2003;mech;02.фев;Diz;250000
VolkswagenGolfVII;33627;2016;auto;01.июн;Diz;140000
MitsubishiCarismaI;4458;1997;mech;01.сен;Diz;388000
OpelInsigniaI;24711;2009;mech;01.июн;Benz;174000
FordFiestaIV В· Р РµСЃС‚Р°Р№Р»РёРЅРі;6369;2000;mech;01.мар;Benz;210000
BMW5 СЃРµСЂРёСЏE39;9935;2000;mech;2.0;Benz;295600
FordFusion USAII;29806;2015;auto;01.май;Benz;108000
Mercedes-BenzE-РљР»Р°СЃСЃW212, S212, C207, A207;34391;2010;auto;03.май;Benz;260000
DodgeCaravanIV,7В РјРµСЃС‚;9553;2002;auto;02.апр;Benz;321868
AudiA4B9 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;94258;2019;auto;2.0;Diz;9000
AudiQ74L,5В РјРµСЃС‚;29551;2006;auto;3.0;Diz;285000
LexusISI;12610;2000;mech;2.0;Benz;173600
AudiA6C7;58338;2016;auto;01.авг;Benz;67000
VolkswagenGolf GTIVII;43814;2015;auto;2.0;Benz;117000
DodgeCaliber;12738;2007;mech;01.авг;Benz;185000
Mercedes-BenzE-РљР»Р°СЃСЃW211, S211;17450;2004;auto;02.фев;Diz;650000
BMW5 СЃРµСЂРёСЏE39;10190;2000;mech;3.0;Diz;560000
OpelArena;5605;1998;mech;02.май;Diz;230000
BMW7 СЃРµСЂРёСЏE38;9935;2000;auto;05.апр;Benz;345808
BMW5 СЃРµСЂРёСЏF10, F11;45600;2016;auto;2.0;Diz;190000
VolkswagenPassatB3;2420;1994;mech;01.авг;Benz;325464
AudiA8D3;22418;2004;auto;04.фев;Diz;337000
InfinitiIII;11719;2001;auto;3.0;Benz;394288
LanciaLybra;7617;2000;mech;01.авг;Benz;286000
VolkswagenPassatB6;18215;2007;mech;2.0;Diz;297000
VolkswagenTouranI В· Р РµСЃС‚Р°Р№Р»РёРЅРі,5В РјРµСЃС‚;18979;2007;auto;01.сен;Diz;228000
SkodaOctaviaII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;18852;2011;auto;01.авг;Benz;193000
FiatPuntoII;5732;2000;mech;01.фев;Benz;227000
Fiat500Рµ;29296;2017;auto;-;Elec;45000
DodgeJourneyI В· Р РµСЃС‚Р°Р№Р»РёРЅРі,5В РјРµСЃС‚;30061;2013;auto;02.апр;Benz;238000
VolvoS80II;26494;2009;mech;2.0;Diz;197300
ToyotaCamryXV50 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;37958;2015;auto;2.0;Benz;124000
JACiEV7SI;52224;2020;auto;-;Elec;150
PorscheCayenne955;18597;2005;auto;04.май;Benz;193000
Mazda3BK;10187;2003;mech;2.0;Benz;209000
Mercedes-BenzE-РљР»Р°СЃСЃW212, S212, C207, A207;47129;2009;auto;03.май;Diz;199000
RenaultEspaceV,7В РјРµСЃС‚;40505;2015;auto;01.июн;Diz;178000
VolkswagenPassatB6;17830;2010;auto;2.0;Diz;292733
AudiA6C6;18594;2007;auto;03.фев;Benz;317000
AudiA6C5;16049;2001;mech;01.сен;Diz;340000
RenaultScenicI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;9426;2001;mech;01.сен;Diz;250000
VolkswagenPassatB7;22670;2011;mech;01.июн;Diz;270000
AudiA4B9;57828;2017;auto;2.0;Diz;59000
VolkswagenTransporterT4;22928;2002;mech;02.май;Diz;495000
OpelAstraG;8279;2001;mech;01.июн;Benz;308000
SsangYongRextonI,5В РјРµСЃС‚;15030;2006;auto;02.июл;Diz;338000
Mercedes-BenzC-РљР»Р°СЃСЃW203, S203, CL203;12735;2002;auto;01.авг;Benz;311000
DodgeJourneyI В· Р РµСЃС‚Р°Р№Р»РёРЅРі,7В РјРµСЃС‚;40378;2018;auto;02.апр;Benz;71000
OpelAstraH В· Р РµСЃС‚Р°Р№Р»РёРЅРі;12355;2006;auto;01.сен;Diz;360000
BMW5 СЃРµСЂРёСЏE60, E61;20762;2004;mech;3.0;Diz;340000
ChryslerPacificaI,7В РјРµСЃС‚;9171;2004;auto;03.май;Benz;266000
Mercedes-BenzC-РљР»Р°СЃСЃW202, S202;6751;1997;auto;01.авг;Benz;300000
BMW3 СЃРµСЂРёСЏE46;9298;1998;mech;2.0;Diz;447000
HyundaiSanta FeCM В· Р РµСЃС‚Р°Р№Р»РёРЅРі,5В РјРµСЃС‚;30567;2010;auto;02.фев;Diz;289465
BMW7 СЃРµСЂРёСЏF02 (Long);33118;2008;auto;3.0;Benz;240
DaciaDokker;24838;2017;mech;01.май;Diz;120000
VolkswagenTouranII;24074;2013;auto;2.0;Diz;217000
PorscheCayenne958;64961;2011;auto;3.0;Diz;148000
RenaultTalisman;37958;2016;mech;01.май;Diz;145000
VolvoXC90I В· Р РµСЃС‚Р°Р№Р»РёРЅРі,5В РјРµСЃС‚;38213;2008;auto;02.апр;Diz;279000
VolkswagenCaravelleT4;23437;2000;mech;02.май;Diz;607000
AudiA6C7;44581;2011;auto;3.0;Diz;235000
NissanQashqaiI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;20125;2010;mech;2.0;Benz;201000
VolkswagenPassatB8;33115;2015;mech;01.июн;Diz;236000
NissanQashqaiI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;24583;2011;mech;01.май;Diz;209000
VolkswagenPassatB6;16431;2007;auto;2.0;Diz;334000
LexusESIII;11209;1999;auto;3.0;Benz;339249
Mercedes-BenzC-РљР»Р°СЃСЃW202, S202;7006;1998;auto;02.фев;Diz;382000
BMWX5E53,5В РјРµСЃС‚;15667;2001;auto;3.0;Benz;318000
ChevroletBolt;54262;2017;auto;-;Elec;40000
SsangYongKyronI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;25985;2014;auto;02.мар;Benz;62500
AudiA6C4;6114;1996;mech;02.июн;Benz;680000
VolvoS80II В· 2-Р№ СЂРµСЃС‚Р°Р№Р»РёРЅРі;42034;2014;auto;2.0;Benz;120000
AudiQ58R;31589;2010;auto;2.0;Benz;189500
NissanQashqaiII;33115;2014;auto;2.0;Benz;120000
Land RoverRange Rover Velar;152341;2018;auto;2.0;Benz;20921
BMW5 СЃРµСЂРёСЏE39;7637;1998;mech;02.май;Benz;345678
KiaRioIII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;21909;2016;mech;01.июн;Benz;100000
Mercedes-BenzV-РљР»Р°СЃСЃW447;114638;2018;auto;2.0;Benz;5069
BMW5 СЃРµСЂРёСЏE39;11082;2002;auto;02.фев;Benz;351500
Mercedes-BenzS-РљР»Р°СЃСЃW221;32226;2008;auto;03.фев;Diz;354000
Chrysler300Рњ;4713;2000;auto;03.май;Benz;320000
NissanQashqaiII;37194;2014;auto;2.0;Benz;77000
Mercedes-BenzE-РљР»Р°СЃСЃW211, S211;17068;2003;auto;02.июл;Diz;350000
BMW1 СЃРµСЂРёСЏE81, E82, E88, E87;17320;2009;mech;01.июн;Benz;250000
VolkswagenSharanI В· 2-Р№ СЂРµСЃС‚Р°Р№Р»РёРЅРі,5В РјРµСЃС‚;22036;2007;mech;01.сен;Diz;286000
KiaSportageIII;39996;2013;auto;2.0;Diz;150000
VolkswagenCaravelleT6;68783;2015;auto;2.0;Diz;188888
Peugeot3008I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;33372;2016;auto;01.июн;Diz;145000
Mercedes-BenzGL-РљР»Р°СЃСЃX164 (Р РµСЃС‚Р°Р№Р»РёРЅРі);50186;2012;auto;05.май;Benz;205000
VolkswagenPolo SedanI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;23692;2017;auto;01.апр;Benz;82500
Mercedes-BenzG-РљР»Р°СЃСЃW463;36939;1993;auto;03.май;Diz;312000
AudiQ58R В· Р РµСЃС‚Р°Р№Р»РёРЅРі;53243;2016;mech;2.0;Diz;196300
HondaAccordIX;38977;2013;auto;02.апр;Benz;195000
AudiQ74L,7В РјРµСЃС‚;23437;2006;auto;04.фев;Benz;121000
FordS-MAXI В· Р РµСЃС‚Р°Р№Р»РёРЅРі,5В РјРµСЃС‚;27131;2012;mech;2.0;Benz;179000
Peugeot308T9;27640;2016;mech;01.июн;Diz;175111
AcuraTLX;51714;2017;auto;02.апр;Benz;27681
CitroenXsara PicassoI;8789;2001;mech;2.0;Diz;278000
LifanX50;15412;2017;mech;01.май;Benz;102000
Mazda6III;31971;2013;auto;02.май;Benz;180000
Mercedes-BenzVitoW638;16049;2002;mech;02.фев;Diz;354235
RenaultScenicII;13374;2008;mech;01.май;Diz;262000
NissanQashqaiII;36302;2016;mech;01.май;Diz;170000
HondaFR-V;20253;2007;auto;01.авг;Benz;160000
NissanNoteI (E11);12738;2008;mech;01.июн;Benz;219000
RenaultMeganeII;7643;2004;mech;01.май;Diz;360000
AudiA6 AllroadC6;29806;2010;auto;3.0;Benz;211000
RenaultDusterI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;31844;2017;auto;2.0;Benz;104000
RenaultSanderoII;18852;2017;mech;01.июн;Benz;26000
VolkswagenGolfV;17323;2007;mech;01.сен;Diz;260000
Peugeot5008I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;33092;2016;auto;01.июн;Diz;161000
ToyotaCorollaIX (E120, 130);14776;2004;auto;01.авг;Benz;277711
VolkswagenJettaVI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;24838;2015;auto;01.апр;Benz;127000
VolkswagenCaravelleT5;28023;2008;mech;01.сен;Diz;390000
InfinitiFXI;19106;2004;auto;04.май;Benz;257494
OpelAstraH В· Р РµСЃС‚Р°Р№Р»РёРЅРі;14393;2009;auto;01.авг;Benz;166000
RenaultLagunaIII;15158;2008;mech;01.июн;Benz;186000
VolkswagenPassatB8;37958;2016;mech;01.июн;Diz;190000
Land RoverRange Rover EvoqueI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;73368;2017;auto;2.0;Benz;56000
JeepGrand CherokeeWK2;38187;2010;auto;03.июн;Benz;236
SkodaFabia5J;11464;2008;mech;01.апр;Benz;160000
OpelAstraG;9171;2001;mech;01.июл;Diz;326000
CitroenC5I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;13120;2005;mech;01.июн;Diz;245000
BMWX6E71;48400;2008;auto;03.май;Diz;206000
AudiA8D4;40633;2012;auto;3.0;Benz;192000
ToyotaCarina E;5859;1994;mech;2.0;Diz;500000
ToyotaAvensisII (T250) В· Р РµСЃС‚Р°Р№Р»РёРЅРі;17830;2007;mech;2.0;Benz;185931
BMWX5E70,5В РјРµСЃС‚;39486;2007;auto;3.0;Diz;247000
AcuraILX;41906;2016;auto;02.апр;Benz;52304
FordMondeoIII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;10187;2003;mech;01.авг;Benz;222500
AudiA6C6;17833;2008;auto;2.0;Benz;180000
BMWX3F25 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;45600;2014;auto;2.0;Benz;127450
Saab9-3I;6624;2002;mech;02.фев;Diz;214679
MitsubishiL200IV В· Р РµСЃС‚Р°Р№Р»РёРЅРі;32608;2013;mech;02.май;Diz;205000
РЈРђР—РџР°С‚СЂРёРѕС‚;19106;2014;mech;02.июл;Benz;120000
VolkswagenCaravelleT4;20380;1999;mech;02.май;Diz;415000
FordMondeoIV;16941;2009;mech;01.июн;Benz;145074
SkodaOctaviaII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;19616;2011;mech;01.июн;Diz;256000
Mazda3BM;32863;2016;auto;2.0;Benz;60500
VolvoS60I;11464;2001;auto;02.апр;Benz;291291
Mercedes-BenzS-РљР»Р°СЃСЃW221;38210;2010;auto;05.май;Benz;160000
CitroenC4 Grand PicassoII В· Р РµСЃС‚Р°Р№Р»РёРЅРі,7В РјРµСЃС‚;36175;2017;auto;01.июн;Diz;157100
VolkswagenTransporterT4;13247;1998;mech;01.сен;Diz;405000
HondaClarity;61140;2018;auto;01.май;Benz;23000
VolkswagenTransporterT4;16304;2000;mech;02.май;Diz;610000
GeelySC7;12610;2014;mech;01.авг;Benz;185140
HyundaiSanta FeDM,7В РјРµСЃС‚;43053;2013;auto;02.апр;Benz;68095
NissanQashqaiI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;22545;2010;auto;2.0;Benz;155077
BMW4 СЃРµСЂРёСЏF36 (GT) (Р РµСЃС‚Р°Р№Р»РёРЅРі);67127;2017;auto;2.0;Diz;184225
SuzukiSX4I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;22673;2014;auto;01.июн;Benz;34715
InfinitiEX;30188;2010;auto;03.июл;Benz;110230
BMW2 СЃРµСЂРёСЏ Gran Tourer,7В РјРµСЃС‚;43180;2017;auto;2.0;Diz;149955
NissanX-TrailII (T32),5В РјРµСЃС‚;43305;2017;mech;2.0;Benz;56200
Mercedes-BenzA-РљР»Р°СЃСЃW168;6089;1999;mech;01.июн;Benz;285000
Mercedes-BenzCitan;32481;2016;mech;01.май;Diz;118300
Mazda3BK;10063;2005;mech;2.0;Benz;254000
FordFocusIII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;23310;2016;mech;01.май;Diz;121000
DaciaLoganI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;13120;2009;mech;01.май;Diz;204125
FiatDobloII В· Р РµСЃС‚Р°Р№Р»РёРЅРі,5В РјРµСЃС‚;37703;2016;mech;01.июн;Diz;130000
Peugeot308T7 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;14648;2011;mech;01.июн;Benz;106000
OpelZafiraA В· Р РµСЃС‚Р°Р№Р»РёРЅРі,7В РјРµСЃС‚;13120;2005;mech;02.фев;Diz;261000
BMW5 СЃРµСЂРёСЏE39;12101;2000;auto;02.май;Diz;360000
OpelAstraK;30188;2016;mech;01.июн;Diz;150466
CitroenC4 Grand PicassoII В· Р РµСЃС‚Р°Р№Р»РёРЅРі,7В РјРµСЃС‚;35283;2016;mech;01.июн;Diz;152000
Alfa Romeo156932;6089;1998;mech;01.авг;Benz;270000
Lada (Р’РђР—)Vesta;21909;2018;auto;01.авг;Benz;60000
VolkswagenPassatB6;16559;2009;auto;01.апр;Benz;260000
BMW3 СЃРµСЂРёСЏE46;10190;2002;mech;01.авг;Benz;300000
VolkswagenGolfIII;5732;1997;mech;01.июн;Benz;232000
Land RoverRange RoverII;10572;1998;auto;02.май;Diz;470000
KiaSportageIII В· Р РµСЃС‚Р°Р№Р»РёРЅРі;33882;2014;auto;2.0;Benz;121000
SkodaRapidI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;24201;2018;auto;01.июн;Benz;118000
SubaruForesterIII;17450;2010;auto;02.май;Benz;167000
JaguarXFX250 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;48403;2014;auto;3.0;Benz;149000
ToyotaSiennaII (XL20) В· Р РµСЃС‚Р°Р№Р»РёРЅРі,7В РјРµСЃС‚;25475;2006;auto;03.мар;Benz;354055
CitroenXsaraI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;6369;2005;mech;2.0;Benz;180000
AudiA6C6;17450;2004;auto;03.фев;Benz;222500
VolkswagenJettaVI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;26239;2016;mech;01.июн;Benz;71000
VolkswagenGolfIII;7640;1998;mech;01.сен;Diz;300000
RenaultScenicIII;25730;2016;mech;01.май;Diz;183700
JaguarXFX250;29296;2011;auto;5.0;Benz;95000
PeugeotPartnerII;15667;2009;mech;01.июн;Diz;173000
VolkswagenTouaregII;35410;2011;auto;03.июн;Benz;183000
MazdaCX-7I;18342;2008;mech;02.мар;Benz;332000
Mercedes-BenzCLC216;52224;2010;auto;5.0;Benz;171000
RenaultClioIV В· Р РµСЃС‚Р°Р№Р»РёРЅРі;22925;2017;mech;01.фев;Benz;107542
AudiA6C6;19361;2006;auto;2.0;Benz;330000
AudiA4B6;12992;2002;mech;2.0;Benz;315000
SkodaOctaviaIII;21526;2014;mech;01.июн;Benz;197000
BMW7 СЃРµСЂРёСЏE38;10445;1996;auto;03.май;Benz;380000
Mercedes-BenzS-РљР»Р°СЃСЃW221;31844;2008;auto;05.май;Benz;240000
FiatStilo;6114;2002;mech;01.фев;Benz;170000
BMW5 СЃРµСЂРёСЏE60, E61;25348;2008;auto;02.май;Benz;218000
NissanQashqaiII;38977;2016;mech;01.июн;Diz;152000
BMWX5ME70;40378;2011;auto;04.апр;Benz;139000
VolkswagenTouaregI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;21628;2007;auto;5.0;Diz;300000
ToyotaRAV4III (XA30),5В РјРµСЃС‚;22928;2006;auto;02.апр;Benz;300000
VolkswagenGolfV;13884;2005;mech;01.апр;Benz;137000
BMW3 СЃРµСЂРёСЏE46;12610;2001;mech;2.0;Benz;192000
SEATToledoII;7643;2000;auto;01.июн;Benz;171000
HondaAccordX;57319;2019;mech;01.май;Benz;54000
LexusUXI;83431;2020;auto;2.0;Benz;223
DaewooMatizM150 В· Р РµСЃС‚Р°Р№Р»РёРЅРі;5732;2013;mech;0.8;Benz;100000
VolkswagenGolfIII;4203;1996;mech;01.сен;Diz;280000
VolkswagenMultivanT5;26112;2005;mech;02.май;Diz;296000
FordGalaxyI,7В РјРµСЃС‚;11464;2000;mech;01.сен;Diz;420000
KiaOptimaIV;46874;2019;auto;2.0;Benz;12500
HyundaiSanta FeDM;37703;2012;auto;02.фев;Diz;140000
Lada (Р’РђР—)PrioraI;9298;2012;mech;01.июн;Benz;98321
RenaultScenicI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;8916;2000;mech;01.июн;Benz;344000
VolkswagenPassatB6;14521;2006;mech;2.0;Diz;235500
Peugeot307I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;11461;2006;auto;01.июн;Benz;180000
Lada (Р’РђР—)Granta;10063;2013;mech;01.июн;Benz;108572
Peugeot406I В· Р РµСЃС‚Р°Р№Р»РёРЅРі;7515;2003;auto;01.авг;Benz;210128
OpelAstraF В· Р РµСЃС‚Р°Р№Р»РёРЅРі;4968;1997;mech;01.июн;Benz;235888
FordTransit Custom;49676;2017;mech;2.0;Diz;158000
ChevroletCaptivaI В· Р РµСЃС‚Р°Р№Р»РёРЅРі,7В РјРµСЃС‚;20253;2012;auto;02.апр;Benz;272000
VolkswagenPassatB8;45600;2016;mech;01.июн;Diz;159468
NissanX-TrailII (T31) В· Р РµСЃС‚Р°Р№Р»РёРЅРі,5В РјРµСЃС‚;25500;2011;auto;2.0;Benz;340000
Mercedes-BenzC-РљР»Р°СЃСЃW204, S204;24199;2007;auto;01.авг;Benz;158311
Mazda3BL;19106;2010;mech;01.июн;Benz;169000
VolvoXC60I;33627;2012;auto;02.апр;Diz;120000
ChevroletTahoeGMT K2UC, G;96041;2016;auto;06.фев;Benz;81000
Lada (Р’РђР—)PrioraI В· Р РµСЃС‚Р°Р№Р»РёРЅРі;9171;2014;mech;01.июн;Benz;102000
Lada (Р’РђР—)Granta;13247;2015;mech;01.июн;Benz;99500
Mercedes-BenzS-РљР»Р°СЃСЃW220;19106;2004;auto;03.фев;Diz;262979
Peugeot308T9;31716;2018;mech;01.июн;Diz;173550
OpelZafiraB,7В РјРµСЃС‚;16559;2005;mech;01.сен;Diz;240000
Peugeot307I;11846;2004;mech;2.0;Diz;347000
Mazda6I;11209;2002;mech;02.мар;Benz;272508
VolkswagenPassatB8;50695;2016;auto;2.0;Diz;187000
